
"Banco de México"

"Securities prices and interest rates"
"Índices de TIIE de Fondeo y TIIEs de Fondeo compuestas por adelantado"

"Date: 04/26/2026 02:30:41"

""

"Title","Overnight Funding TIIE Index, Compounded on calendar days","Overnight Funding TIIE Index, Compounded on business days","Compounded in advance Overnight Funding TIIE, for 28 days","Compounded in advance Overnight Funding TIIE, for 91 days","Compounded in advance Overnight Funding TIIE, for 182 days"
"Available period","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026"
"Frequency","Daily","Daily","Daily","Daily","Daily"
"Data type","ciphers without type","ciphers without type","Average Rate","Average Rate","Average Rate"
"Unit","Without units","Without units","Percentages","Percentages","Percentages"
"Base","","","","",""
"Announcement","","","","",""
"Information type","Levels","Levels","Levels","Levels","Levels"
"Date","SF355630","SF355631","SF355632","SF355633","SF355634"
11/26/2009,132007.0104,132003.3854,4.5857,4.6041,4.6309
11/27/2009,132023.5846,132019.9591,4.5846,4.6031,4.6298
11/28/2009,132040.3810,132036.7550,N/E,N/E,N/E
11/29/2009,132057.1794,132053.5508,N/E,N/E,N/E
11/30/2009,132073.9801,132070.3467,4.5846,4.6031,4.6298
12/01/2009,132090.7094,132087.0757,4.5840,4.6024,4.6292
12/02/2009,132107.3308,132103.6966,4.5843,4.6028,4.6295
12/03/2009,132124.0277,132120.3931,4.5825,4.6009,4.6277
12/04/2009,132140.6900,132137.0549,4.5790,4.5973,4.6240
12/05/2009,132157.3545,132153.7189,N/E,N/E,N/E
12/06/2009,132174.0210,132170.3828,N/E,N/E,N/E
12/07/2009,132190.6896,132187.0468,4.5618,4.5800,4.6065
12/08/2009,132207.3603,132203.7170,4.5593,4.5775,4.6040
12/09/2009,132223.9964,132220.3526,4.5532,4.5713,4.5977
12/10/2009,132240.6713,132237.0271,4.5464,4.5645,4.5908
12/11/2009,132257.3851,132253.7404,4.5421,4.5601,4.5864
12/12/2009,132274.2111,132270.5660,N/E,N/E,N/E
12/13/2009,132291.0393,132287.3916,N/E,N/E,N/E
12/14/2009,132307.8697,132304.2172,4.5496,4.5677,4.5941
12/15/2009,132324.7022,132321.0493,4.5521,4.5703,4.5967
12/16/2009,132342.1617,132338.5083,4.5607,4.5790,4.6055
12/17/2009,132358.9251,132355.2712,4.5615,4.5797,4.6062
12/18/2009,132375.6905,132372.0362,4.5625,4.5808,4.6073
12/19/2009,132392.4213,132388.7666,N/E,N/E,N/E
12/20/2009,132409.1543,132405.4969,N/E,N/E,N/E
12/21/2009,132425.8893,132422.2272,4.5647,4.5829,4.6095
12/22/2009,132442.7736,132439.1111,4.5676,4.5858,4.6124
12/23/2009,132459.6969,132456.0338,4.5708,4.5891,4.6157
12/24/2009,132477.9101,132474.2466,4.5862,4.6046,4.6314
12/25/2009,132494.8378,132491.1739,N/E,N/E,N/E
12/26/2009,132511.7677,132508.1011,N/E,N/E,N/E
12/27/2009,132528.6998,132525.0284,N/E,N/E,N/E
12/28/2009,132545.6340,132541.9556,4.5911,4.6096,4.6365
12/29/2009,132562.5704,132558.8915,4.5926,4.6111,4.6379
12/30/2009,132579.3616,132575.6823,4.5937,4.6121,4.6390
12/31/2009,132596.1918,132592.5121,4.5944,4.6129,4.6398
01/01/2010,132613.5030,132609.8228,N/E,N/E,N/E
01/02/2010,132630.8164,132627.1335,N/E,N/E,N/E
01/03/2010,132648.1321,132644.4442,N/E,N/E,N/E
01/04/2010,132665.4501,132661.7548,4.6172,4.6359,4.6631
01/05/2010,132682.2175,132678.5218,4.6176,4.6363,4.6634
01/06/2010,132699.0239,132695.3277,4.6187,4.6374,4.6645
01/07/2010,132715.7956,132712.0990,4.6190,4.6377,4.6649
01/08/2010,132732.5694,132728.8723,4.6190,4.6377,4.6649
01/09/2010,132749.3822,132745.6846,N/E,N/E,N/E
01/10/2010,132766.1971,132762.4969,N/E,N/E,N/E
01/11/2010,132783.0142,132779.3093,4.6169,4.6356,4.6627
01/12/2010,132799.8702,132796.1649,4.6165,4.6352,4.6624
01/13/2010,132816.7653,132813.0595,4.6104,4.6291,4.6561
01/14/2010,132833.6257,132829.9194,4.6108,4.6294,4.6565
01/15/2010,132850.4513,132846.7445,4.6108,4.6294,4.6565
01/16/2010,132867.4266,132863.7194,N/E,N/E,N/E
01/17/2010,132884.4041,132880.6942,N/E,N/E,N/E
01/18/2010,132901.3838,132897.6691,4.6162,4.6348,4.6620
01/19/2010,132918.3287,132914.6135,4.6162,4.6348,4.6620
01/20/2010,132935.3127,132931.5971,4.6162,4.6348,4.6620
01/21/2010,132952.2989,132948.5828,4.6036,4.6222,4.6492
01/22/2010,132969.2503,132965.5337,4.6033,4.6218,4.6488
01/23/2010,132986.2039,132982.4868,N/E,N/E,N/E
01/24/2010,133003.1597,132999.4399,N/E,N/E,N/E
01/25/2010,133020.1176,133016.3930,4.6022,4.6208,4.6478
01/26/2010,133036.9668,133033.2418,4.6008,4.6194,4.6463
01/27/2010,133053.8551,133050.1296,4.6012,4.6197,4.6467
01/28/2010,133070.7825,133067.0565,4.6015,4.6201,4.6471
01/29/2010,133087.7120,133083.9856,4.5972,4.6158,4.6427
01/30/2010,133105.1983,133101.4714,N/E,N/E,N/E
01/31/2010,133122.6868,133118.9571,N/E,N/E,N/E
02/01/2010,133140.1777,133136.4429,N/E,N/E,N/E
02/02/2010,133157.6708,133153.9286,4.6069,4.6255,4.6525
02/03/2010,133174.6854,133170.9428,4.6083,4.6269,4.6540
02/04/2010,133191.7022,133187.9590,4.6101,4.6288,4.6558
02/05/2010,133208.7581,133205.0145,4.6123,4.6309,4.6580
02/06/2010,133226.3343,133222.5902,N/E,N/E,N/E
02/07/2010,133243.9127,133240.1658,N/E,N/E,N/E
02/08/2010,133261.4935,133257.7415,4.6327,4.6515,4.6789
02/09/2010,133278.8175,133275.0650,4.6366,4.6555,4.6829
02/10/2010,133296.4029,133292.6499,4.6427,4.6616,4.6891
02/11/2010,133314.2869,133310.5333,4.6521,4.6710,4.6986
02/12/2010,133331.5066,133327.7526,4.6553,4.6743,4.7019
02/13/2010,133348.6545,133344.9000,N/E,N/E,N/E
02/14/2010,133365.8047,133362.0475,N/E,N/E,N/E
02/15/2010,133382.9570,133379.1949,4.6585,4.6775,4.7052
02/16/2010,133400.0374,133396.2748,4.6592,4.6782,4.7059
02/17/2010,133417.1571,133413.3940,4.6599,4.6790,4.7066
02/18/2010,133434.3160,133430.5525,4.6610,4.6801,4.7077
02/19/2010,133451.4771,133447.7131,4.6624,4.6815,4.7092
02/20/2010,133468.6776,133464.9130,N/E,N/E,N/E
02/21/2010,133485.8802,133482.1130,N/E,N/E,N/E
02/22/2010,133503.0850,133499.3129,4.6678,4.6869,4.7147
02/23/2010,133520.2550,133516.4824,4.6703,4.6894,4.7172
02/24/2010,133537.3530,133533.5799,4.6718,4.6909,4.7187
02/25/2010,133554.4532,133550.6797,4.6728,4.6920,4.7198
02/26/2010,133571.3701,133567.5961,4.6721,4.6913,4.7191
02/27/2010,133588.2892,133584.5147,N/E,N/E,N/E
02/28/2010,133605.2103,133601.4332,N/E,N/E,N/E
03/01/2010,133622.1337,133618.3518,4.6539,4.6728,4.7004
03/02/2010,133639.0591,133635.2767,4.6478,4.6668,4.6943
03/03/2010,133655.9868,133652.2039,4.6464,4.6653,4.6928
03/04/2010,133672.9165,133669.1332,4.6450,4.6639,4.6914
03/05/2010,133689.8484,133686.0646,4.6432,4.6621,4.6895
03/06/2010,133706.7825,133702.9982,N/E,N/E,N/E
03/07/2010,133723.7187,133719.9317,N/E,N/E,N/E
03/08/2010,133740.6570,133736.8653,4.6227,4.6415,4.6687
03/09/2010,133757.5975,133753.8053,4.6184,4.6371,4.6643
03/10/2010,133774.5401,133770.7474,4.6116,4.6303,4.6574
03/11/2010,133791.4849,133787.6917,4.6020,4.6205,4.6475
03/12/2010,133808.4318,133804.6382,4.5987,4.6173,4.6442
03/13/2010,133825.3809,133821.5868,N/E,N/E,N/E
03/14/2010,133842.3321,133838.5354,N/E,N/E,N/E
03/15/2010,133859.2854,133855.4840,N/E,N/E,N/E
03/16/2010,133876.2410,133872.4325,4.5894,4.6078,4.6346
03/17/2010,133893.1986,133889.3897,4.5872,4.6056,4.6325
03/18/2010,133910.1584,133906.3490,4.5847,4.6031,4.6299
03/19/2010,133927.1204,133923.3105,4.5822,4.6006,4.6273
03/20/2010,133944.0845,133940.2741,N/E,N/E,N/E
03/21/2010,133961.0507,133957.2377,N/E,N/E,N/E
03/22/2010,133978.0191,133974.2014,4.5736,4.5919,4.6186
03/23/2010,133994.9897,133991.1714,4.5711,4.5894,4.6160
03/24/2010,134011.9996,134008.1809,4.5696,4.5879,4.6145
03/25/2010,134029.0117,134025.1924,4.5682,4.5865,4.6131
03/26/2010,134045.9887,134042.1690,4.5682,4.5865,4.6131
03/27/2010,134062.9678,134059.1477,N/E,N/E,N/E
03/28/2010,134079.9491,134076.1263,N/E,N/E,N/E
03/29/2010,134096.9326,134093.1050,4.5682,4.5865,4.6131
03/30/2010,134113.9555,134110.1274,4.5686,4.5869,4.6135
03/31/2010,134131.0177,134127.1892,4.5693,4.5876,4.6142
04/01/2010,134148.1194,134144.2904,N/E,N/E,N/E
04/02/2010,134165.2233,134161.3916,N/E,N/E,N/E
04/03/2010,134182.3294,134178.4928,N/E,N/E,N/E
04/04/2010,134199.4376,134195.5941,N/E,N/E,N/E
04/05/2010,134216.5481,134212.6952,4.5745,4.5929,4.6195
04/06/2010,134233.6234,134229.7701,4.5752,4.5936,4.6202
04/07/2010,134250.7382,134246.8844,4.5763,4.5947,4.6213
04/08/2010,134267.8179,134263.9636,4.5770,4.5954,4.6221
04/09/2010,134284.8997,134281.0449,4.5777,4.5961,4.6228
04/10/2010,134302.0210,134298.1657,N/E,N/E,N/E
04/11/2010,134319.1445,134315.2866,N/E,N/E,N/E
04/12/2010,134336.2702,134332.4074,4.5810,4.5994,4.6261
04/13/2010,134353.3981,134349.5348,4.5821,4.6005,4.6273
04/14/2010,134370.5282,134366.6644,4.5832,4.6016,4.6283
04/15/2010,134387.6977,134383.8334,4.5846,4.6030,4.6298
04/16/2010,134404.8322,134400.9674,4.5857,4.6041,4.6309
04/17/2010,134422.0061,134418.1409,N/E,N/E,N/E
04/18/2010,134439.1823,134435.3143,N/E,N/E,N/E
04/19/2010,134456.3606,134452.4878,4.5900,4.6084,4.6353
04/20/2010,134473.5038,134469.6304,4.5911,4.6095,4.6364
04/21/2010,134490.6492,134486.7753,4.5918,4.6103,4.6371
04/22/2010,134507.7967,134503.9224,4.5925,4.6110,4.6378
04/23/2010,134524.9465,134521.0716,4.5936,4.6121,4.6389
04/24/2010,134542.0984,134538.2230,N/E,N/E,N/E
04/25/2010,134559.2525,134555.3745,N/E,N/E,N/E
04/26/2010,134576.4088,134572.5259,4.5968,4.6153,4.6422
04/27/2010,134593.5673,134589.6839,4.5975,4.6160,4.6430
04/28/2010,134610.7280,134606.8441,4.5979,4.6164,4.6433
04/29/2010,134627.9283,134624.0439,4.5982,4.6168,4.6437
04/30/2010,134645.1307,134641.2459,4.5986,4.6171,4.6441
05/01/2010,134662.6346,134658.7493,N/E,N/E,N/E
05/02/2010,134680.1407,134676.2526,N/E,N/E,N/E
05/03/2010,134697.6491,134693.7559,4.6084,4.6270,4.6541
05/04/2010,134714.8231,134710.9294,4.6088,4.6274,4.6544
05/05/2010,134732.0366,134728.1425,4.6091,4.6277,4.6548
05/06/2010,134749.2898,134745.3951,4.6102,4.6288,4.6559
05/07/2010,134766.6201,134762.7249,4.6120,4.6306,4.6577
05/08/2010,134784.1023,134780.2066,N/E,N/E,N/E
05/09/2010,134801.5868,134797.6883,N/E,N/E,N/E
05/10/2010,134819.0736,134815.1701,4.6206,4.6393,4.6665
05/11/2010,134836.3005,134832.3964,4.6209,4.6397,4.6669
05/12/2010,134853.5295,134849.6250,4.6213,4.6400,4.6672
05/13/2010,134870.7608,134866.8558,4.6213,4.6400,4.6672
05/14/2010,134888.0318,134884.1263,4.6220,4.6407,4.6680
05/15/2010,134905.3424,134901.4364,N/E,N/E,N/E
05/16/2010,134922.6553,134918.7466,N/E,N/E,N/E
05/17/2010,134939.9703,134936.0567,4.6242,4.6429,4.6702
05/18/2010,134957.2876,134953.3734,4.6252,4.6440,4.6713
05/19/2010,134974.6071,134970.6925,4.6263,4.6451,4.6723
05/20/2010,134991.8539,134987.9387,4.6267,4.6454,4.6727
05/21/2010,135009.0279,135005.1122,4.6263,4.6451,4.6723
05/22/2010,135026.2040,135022.2879,N/E,N/E,N/E
05/23/2010,135043.3823,135039.4635,N/E,N/E,N/E
05/24/2010,135060.5629,135056.6391,4.6252,4.6440,4.6713
05/25/2010,135077.7456,135073.8213,4.6249,4.6436,4.6709
05/26/2010,135094.9305,135091.0057,4.6245,4.6433,4.6705
05/27/2010,135112.1175,135108.1923,4.6238,4.6425,4.6698
05/28/2010,135129.3068,135125.3811,4.6231,4.6418,4.6691
05/29/2010,135146.4982,135142.5721,N/E,N/E,N/E
05/30/2010,135163.6919,135159.7630,N/E,N/E,N/E
05/31/2010,135180.8877,135176.9539,4.6123,4.6310,4.6581
06/01/2010,135198.1608,135194.2265,4.6127,4.6314,4.6585
06/02/2010,135215.3610,135211.4262,4.6120,4.6306,4.6577
06/03/2010,135232.5634,135228.6281,4.6109,4.6295,4.6566
06/04/2010,135249.7680,135245.8322,4.6091,4.6277,4.6548
06/05/2010,135266.9748,135263.0385,N/E,N/E,N/E
06/06/2010,135284.1838,135280.2448,N/E,N/E,N/E
06/07/2010,135301.3949,135297.4511,4.5994,4.6180,4.6449
06/08/2010,135318.6083,135314.6639,4.5987,4.6173,4.6442
06/09/2010,135335.8238,135331.8789,4.5980,4.6165,4.6435
06/10/2010,135353.0415,135349.0962,4.5973,4.6158,4.6427
06/11/2010,135370.2614,135366.3156,4.5962,4.6147,4.6417
06/12/2010,135387.5211,135383.5748,N/E,N/E,N/E
06/13/2010,135404.7831,135400.8340,N/E,N/E,N/E
06/14/2010,135422.0472,135418.0932,4.5930,4.6115,4.6384
06/15/2010,135439.2759,135435.3214,4.5916,4.6100,4.6369
06/16/2010,135456.5067,135452.5518,4.5901,4.6086,4.6354
06/17/2010,135473.7774,135469.8220,4.5898,4.6082,4.6351
06/18/2010,135491.0504,135487.0944,4.5901,4.6086,4.6354
06/19/2010,135508.3255,135504.3690,N/E,N/E,N/E
06/20/2010,135525.6028,135521.6436,N/E,N/E,N/E
06/21/2010,135542.8823,135538.9182,4.5912,4.6097,4.6365
06/22/2010,135560.1640,135556.1994,4.5916,4.6100,4.6369
06/23/2010,135577.4479,135573.4828,4.5919,4.6104,4.6373
06/24/2010,135594.7717,135590.8061,4.5926,4.6111,4.6380
06/25/2010,135612.0977,135608.1316,4.5934,4.6118,4.6387
06/26/2010,135629.3883,135625.4216,N/E,N/E,N/E
06/27/2010,135646.6810,135642.7117,N/E,N/E,N/E
06/28/2010,135663.9759,135660.0017,4.5944,4.6129,4.6398
06/29/2010,135681.3108,135677.3360,4.5944,4.6129,4.6398
06/30/2010,135698.6478,135694.6726,4.5952,4.6137,4.6406
07/01/2010,135716.1379,135712.1621,4.5973,4.6158,4.6427
07/02/2010,135733.5171,135729.5408,4.5984,4.6169,4.6438
07/03/2010,135750.8985,135746.9217,N/E,N/E,N/E
07/04/2010,135768.2822,135764.3026,N/E,N/E,N/E
07/05/2010,135785.6681,135781.6836,4.6016,4.6202,4.6471
07/06/2010,135803.0562,135799.0712,4.6027,4.6212,4.6482
07/07/2010,135820.4088,135816.4233,4.6034,4.6220,4.6490
07/08/2010,135837.8014,135833.8153,4.6045,4.6230,4.6501
07/09/2010,135855.1584,135851.1719,4.6052,4.6238,4.6508
07/10/2010,135872.5554,135868.5684,N/E,N/E,N/E
07/11/2010,135889.9546,135885.9649,N/E,N/E,N/E
07/12/2010,135907.3561,135903.3613,4.6073,4.6259,4.6530
07/13/2010,135924.7598,135920.7645,4.6084,4.6270,4.6541
07/14/2010,135942.1657,135938.1699,4.6095,4.6281,4.6552
07/15/2010,135959.5739,135955.5776,4.6102,4.6288,4.6559
07/16/2010,135977.0220,135973.0252,4.6113,4.6299,4.6570
07/17/2010,135994.4724,135990.4751,N/E,N/E,N/E
07/18/2010,136011.9250,136007.9249,N/E,N/E,N/E
07/19/2010,136029.3799,136025.3748,4.6145,4.6332,4.6603
07/20/2010,136046.8370,136042.8314,4.6156,4.6342,4.6614
07/21/2010,136064.3341,136060.3280,4.6170,4.6357,4.6628
07/22/2010,136081.8335,136077.8269,4.6181,4.6368,4.6639
07/23/2010,136099.3351,136095.3280,4.6192,4.6379,4.6650
07/24/2010,136116.8390,136112.8314,N/E,N/E,N/E
07/25/2010,136134.3452,136130.3347,N/E,N/E,N/E
07/26/2010,136151.8536,136147.8381,4.6235,4.6422,4.6694
07/27/2010,136169.3642,136165.3483,4.6245,4.6433,4.6705
07/28/2010,136186.8771,136182.8606,4.6256,4.6444,4.6716
07/29/2010,136204.3166,136200.2996,4.6245,4.6433,4.6705
07/30/2010,136221.5691,136217.5516,4.6227,4.6415,4.6687
07/31/2010,136238.9752,136234.9572,N/E,N/E,N/E
08/01/2010,136256.3835,136252.3628,N/E,N/E,N/E
08/02/2010,136273.7941,136269.7684,4.6217,4.6404,4.6676
08/03/2010,136291.1311,136287.1049,4.6206,4.6393,4.6665
08/04/2010,136308.4325,136304.4058,4.6195,4.6382,4.6654
08/05/2010,136325.7361,136321.7089,4.6181,4.6368,4.6639
08/06/2010,136343.0798,136339.0520,4.6174,4.6360,4.6632
08/07/2010,136360.4257,136356.3974,N/E,N/E,N/E
08/08/2010,136377.7737,136373.7427,N/E,N/E,N/E
08/09/2010,136395.1240,136391.0881,4.6141,4.6328,4.6599
08/10/2010,136412.4765,136408.4401,4.6131,4.6317,4.6588
08/11/2010,136429.8691,136425.8322,4.6123,4.6310,4.6581
08/12/2010,136447.3018,136443.2644,4.6120,4.6306,4.6577
08/13/2010,136464.7367,136460.6988,4.6113,4.6299,4.6570
08/14/2010,136482.1739,136478.1354,N/E,N/E,N/E
08/15/2010,136499.6133,136495.5721,N/E,N/E,N/E
08/16/2010,136517.0549,136513.0087,4.6091,4.6277,4.6548
08/17/2010,136534.5367,136530.4900,4.6088,4.6274,4.6544
08/18/2010,136552.0207,136547.9734,4.6080,4.6267,4.6537
08/19/2010,136569.5449,136565.4971,4.6077,4.6263,4.6533
08/20/2010,136587.0713,136583.0230,4.6073,4.6259,4.6530
08/21/2010,136604.6000,136600.5512,N/E,N/E,N/E
08/22/2010,136622.1309,136618.0793,N/E,N/E,N/E
08/23/2010,136639.6641,136635.6075,4.6063,4.6249,4.6519
08/24/2010,136657.1995,136653.1424,4.6059,4.6245,4.6515
08/25/2010,136674.6992,136670.6416,4.6052,4.6238,4.6508
08/26/2010,136692.2011,136688.1430,4.6052,4.6238,4.6508
08/27/2010,136709.7053,136705.6467,4.6070,4.6256,4.6526
08/28/2010,136727.1738,136723.1146,N/E,N/E,N/E
08/29/2010,136744.6445,136740.5826,N/E,N/E,N/E
08/30/2010,136762.1174,136758.0505,4.6070,4.6256,4.6526
08/31/2010,136779.4786,136775.4112,4.6066,4.6252,4.6523
09/01/2010,136796.8800,136792.8121,4.6070,4.6256,4.6526
09/02/2010,136814.2456,136810.1771,4.6070,4.6256,4.6526
09/03/2010,136831.5754,136827.5064,4.6063,4.6249,4.6519
09/04/2010,136848.9074,136844.8379,N/E,N/E,N/E
09/05/2010,136866.2416,136862.1694,N/E,N/E,N/E
09/06/2010,136883.5780,136879.5009,4.6041,4.6227,4.6497
09/07/2010,136900.8786,136896.8009,4.6030,4.6216,4.6486
09/08/2010,136918.1813,136914.1032,4.6016,4.6202,4.6471
09/09/2010,136935.4862,136931.4076,4.5998,4.6183,4.6453
09/10/2010,136952.7934,136948.7142,4.5980,4.6165,4.6435
09/11/2010,136970.1027,136966.0230,N/E,N/E,N/E
09/12/2010,136987.4142,136983.3318,N/E,N/E,N/E
09/13/2010,137004.7279,137000.6406,4.5926,4.6111,4.6380
09/14/2010,137022.0437,137017.9559,4.5905,4.6090,4.6358
09/15/2010,137039.3618,137035.2735,4.5883,4.6068,4.6336
09/16/2010,137056.7582,137052.6694,N/E,N/E,N/E
09/17/2010,137074.1568,137070.0652,N/E,N/E,N/E
09/18/2010,137091.5576,137087.4611,N/E,N/E,N/E
09/19/2010,137108.9606,137104.8570,N/E,N/E,N/E
09/20/2010,137126.3658,137122.2528,4.5792,4.5976,4.6243
09/21/2010,137143.7352,137139.6216,4.5771,4.5954,4.6221
09/22/2010,137161.1067,137156.9927,4.5753,4.5936,4.6203
09/23/2010,137178.4804,137174.3659,4.5735,4.5918,4.6185
09/24/2010,137195.8183,137191.7032,4.5714,4.5897,4.6163
09/25/2010,137213.1583,137209.0427,N/E,N/E,N/E
09/26/2010,137230.5005,137226.3822,N/E,N/E,N/E
09/27/2010,137247.8449,137243.7217,4.5660,4.5842,4.6108
09/28/2010,137265.1915,137261.0678,4.5653,4.5835,4.6101
09/29/2010,137282.5785,137278.4542,4.5645,4.5828,4.6093
09/30/2010,137299.9295,137295.8047,4.5638,4.5821,4.6086
10/01/2010,137317.3971,137313.2718,4.5645,4.5828,4.6093
10/02/2010,137334.8287,137330.7030,N/E,N/E,N/E
10/03/2010,137352.2626,137348.1341,N/E,N/E,N/E
10/04/2010,137369.6987,137365.5652,4.5656,4.5839,4.6104
10/05/2010,137387.1752,137383.0412,4.5667,4.5850,4.6115
10/06/2010,137404.6539,137400.5194,4.5678,4.5861,4.6126
10/07/2010,137422.0585,137417.9234,4.5681,4.5864,4.6130
10/08/2010,137439.3890,137435.2533,4.5678,4.5861,4.6126
10/09/2010,137456.7598,137452.6236,N/E,N/E,N/E
10/10/2010,137474.1328,137469.9939,N/E,N/E,N/E
10/11/2010,137491.5080,137487.3642,4.5678,4.5861,4.6126
10/12/2010,137508.8854,137504.7411,4.5678,4.5861,4.6126
10/13/2010,137526.2268,137522.0820,4.5674,4.5857,4.6123
10/14/2010,137543.3411,137539.1958,4.5642,4.5824,4.6090
10/15/2010,137560.2666,137556.1208,4.5592,4.5774,4.6039
10/16/2010,137577.1560,137573.0096,N/E,N/E,N/E
10/17/2010,137594.0474,137589.8985,N/E,N/E,N/E
10/18/2010,137610.9409,137606.7873,4.5432,4.5613,4.5876
10/19/2010,137628.1422,137623.9881,4.5410,4.5591,4.5854
10/20/2010,137645.2693,137641.1147,4.5382,4.5562,4.5825
10/21/2010,137662.5132,137658.3581,4.5364,4.5544,4.5806
10/22/2010,137679.7975,137675.6418,4.5353,4.5533,4.5795
10/23/2010,137697.1222,137692.9660,N/E,N/E,N/E
10/24/2010,137714.4491,137710.2902,N/E,N/E,N/E
10/25/2010,137731.7781,137727.6144,4.5332,4.5512,4.5773
10/26/2010,137749.0711,137744.9068,4.5321,4.5501,4.5762
10/27/2010,137766.4046,137762.2397,4.5310,4.5490,4.5752
10/28/2010,137783.7402,137779.5748,4.5303,4.5483,4.5744
10/29/2010,137801.0397,137796.8738,4.5281,4.5461,4.5722
10/30/2010,137818.4562,137814.2898,N/E,N/E,N/E
10/31/2010,137835.8749,137831.7058,N/E,N/E,N/E
11/01/2010,137853.2958,137849.1218,4.5260,4.5439,4.5700
11/02/2010,137870.7190,137866.5444,N/E,N/E,N/E
11/03/2010,137888.1443,137883.9670,4.5238,4.5418,4.5678
11/04/2010,137905.5718,137901.3940,4.5235,4.5414,4.5675
11/05/2010,137923.1548,137918.9764,4.5253,4.5432,4.5693
11/06/2010,137940.6251,137936.4461,N/E,N/E,N/E
11/07/2010,137958.0975,137953.9159,N/E,N/E,N/E
11/08/2010,137975.5722,137971.3856,4.5263,4.5443,4.5704
11/09/2010,137992.9725,137988.7854,4.5260,4.5439,4.5700
11/10/2010,138010.4133,138006.2256,4.5263,4.5443,4.5704
11/11/2010,138027.8179,138023.6297,4.5285,4.5465,4.5726
11/12/2010,138045.2631,138041.0744,4.5328,4.5508,4.5770
11/13/2010,138062.7105,138058.5213,N/E,N/E,N/E
11/14/2010,138080.1601,138075.9681,N/E,N/E,N/E
11/15/2010,138097.6119,138093.4150,N/E,N/E,N/E
11/16/2010,138115.0659,138110.8618,4.5485,4.5666,4.5930
11/17/2010,138132.5221,138128.3175,4.5510,4.5691,4.5955
11/18/2010,138150.0956,138145.8905,4.5535,4.5717,4.5981
11/19/2010,138167.6330,138163.4273,4.5553,4.5735,4.5999
11/20/2010,138185.0958,138180.8896,N/E,N/E,N/E
11/21/2010,138202.5609,138198.3519,N/E,N/E,N/E
11/22/2010,138220.0282,138215.8143,4.5574,4.5756,4.6021
11/23/2010,138237.5360,138233.3216,4.5589,4.5771,4.6036
11/24/2010,138255.0077,138250.7928,4.5596,4.5778,4.6043
11/25/2010,138272.4816,138268.2662,4.5603,4.5785,4.6050
11/26/2010,138289.9193,138285.7033,4.5610,4.5793,4.6058
11/27/2010,138307.3592,138303.1427,N/E,N/E,N/E
11/28/2010,138324.8013,138320.5820,N/E,N/E,N/E
11/29/2010,138342.2456,138338.0214,4.5600,4.5782,4.6047
11/30/2010,138359.7305,138355.5058,4.5600,4.5782,4.6047
12/01/2010,138377.4098,138373.1846,4.5618,4.5800,4.6065
12/02/2010,138395.0914,138390.8656,4.5636,4.5818,4.6083
12/03/2010,138412.9674,138408.7411,4.5657,4.5840,4.6105
12/04/2010,138430.6535,138426.4267,N/E,N/E,N/E
12/05/2010,138448.3419,138444.1122,N/E,N/E,N/E
12/06/2010,138466.0325,138461.7978,4.5700,4.5883,4.6149
12/07/2010,138483.5715,138479.3362,4.5707,4.5890,4.6156
12/08/2010,138501.1128,138496.8770,4.5711,4.5894,4.6160
12/09/2010,138518.6178,138514.3814,4.5714,4.5898,4.6164
12/10/2010,138536.1635,138531.9266,4.5718,4.5901,4.6167
12/11/2010,138553.8653,138549.6279,N/E,N/E,N/E
12/12/2010,138571.5694,138567.3292,N/E,N/E,N/E
12/13/2010,138589.2758,138585.0305,4.5772,4.5955,4.6222
12/14/2010,138606.9459,138602.7001,4.5787,4.5970,4.6237
12/15/2010,138624.6953,138620.4489,4.5808,4.5992,4.6259
12/16/2010,138642.6395,138638.3926,4.5837,4.6021,4.6289
12/17/2010,138660.5475,138656.3000,4.5866,4.6050,4.6318
12/18/2010,138678.3808,138674.1327,N/E,N/E,N/E
12/19/2010,138696.2164,138691.9655,N/E,N/E,N/E
12/20/2010,138714.0543,138709.7983,4.5951,4.6137,4.6406
12/21/2010,138732.0486,138727.7920,4.5991,4.6176,4.6446
12/22/2010,138749.8525,138745.5954,4.6016,4.6202,4.6471
12/23/2010,138767.5817,138763.3240,4.6034,4.6220,4.6490
12/24/2010,138785.1589,138780.9007,4.6041,4.6227,4.6497
12/25/2010,138803.4708,138799.2121,N/E,N/E,N/E
12/26/2010,138821.7852,138817.5234,N/E,N/E,N/E
12/27/2010,138840.1019,138835.8348,4.6267,4.6454,4.6727
12/28/2010,138858.0354,138853.7678,4.6303,4.6491,4.6764
12/29/2010,138875.7398,138871.4716,4.6299,4.6487,4.6760
12/30/2010,138893.2922,138889.0234,4.6281,4.6469,4.6742
12/31/2010,138910.9239,138906.6546,4.6252,4.6440,4.6713
01/01/2011,138928.5965,138924.3266,N/E,N/E,N/E
01/02/2011,138946.2713,138941.9986,N/E,N/E,N/E
01/03/2011,138963.9483,138959.6707,4.6231,4.6418,4.6691
01/04/2011,138981.5504,138977.2722,4.6231,4.6418,4.6691
01/05/2011,138999.1162,138994.8374,4.6227,4.6415,4.6687
01/06/2011,139016.6841,139012.4048,4.6227,4.6415,4.6687
01/07/2011,139034.2543,139029.9744,4.6224,4.6411,4.6683
01/08/2011,139051.8267,139047.5462,N/E,N/E,N/E
