
"Banco de México"

"Securities prices and interest rates"
"Índices de TIIE de Fondeo y TIIEs de Fondeo compuestas por adelantado"

"Date: 04/26/2026 02:30:41"

""

"Title","Overnight Funding TIIE Index, Compounded on calendar days","Overnight Funding TIIE Index, Compounded on business days","Compounded in advance Overnight Funding TIIE, for 28 days","Compounded in advance Overnight Funding TIIE, for 91 days","Compounded in advance Overnight Funding TIIE, for 182 days"
"Available period","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026","01/02/2006 - 04/27/2026"
"Frequency","Daily","Daily","Daily","Daily","Daily"
"Data type","ciphers without type","ciphers without type","Average Rate","Average Rate","Average Rate"
"Unit","Without units","Without units","Percentages","Percentages","Percentages"
"Base","","","","",""
"Announcement","","","","",""
"Information type","Levels","Levels","Levels","Levels","Levels"
"Date","SF355630","SF355631","SF355632","SF355633","SF355634"
09/04/2022,256531.9299,256511.6619,N/E,N/E,N/E
09/05/2022,256592.7850,256572.4833,8.4379,8.5003,8.5917
09/06/2022,256653.5120,256633.2055,8.4659,8.5288,8.6207
09/07/2022,256714.1107,256693.7994,8.4936,8.5569,8.6494
09/08/2022,256774.7238,256754.4077,8.5212,8.5850,8.6781
09/09/2022,256835.2085,256814.8876,8.5475,8.6116,8.7053
09/10/2022,256895.7074,256875.3818,N/E,N/E,N/E
09/11/2022,256956.2206,256935.8759,N/E,N/E,N/E
09/12/2022,257016.7481,256996.3701,8.5453,8.6094,8.7031
09/13/2022,257077.3612,257056.9784,8.5435,8.6076,8.7012
09/14/2022,257137.9886,257117.6010,8.5432,8.6072,8.7008
09/15/2022,257198.5589,257178.1665,8.5435,8.6076,8.7012
09/16/2022,257259.0720,257238.6748,N/E,N/E,N/E
09/17/2022,257319.5994,257299.1831,N/E,N/E,N/E
09/18/2022,257380.1409,257359.6914,N/E,N/E,N/E
09/19/2022,257440.6968,257420.1998,8.5408,8.6048,8.6984
09/20/2022,257501.2668,257480.7650,8.5376,8.6015,8.6950
09/21/2022,257561.9227,257541.4160,8.5361,8.6001,8.6935
09/22/2022,257622.8075,257602.2960,8.5365,8.6004,8.6939
09/23/2022,257684.0645,257663.5481,8.5379,8.6019,8.6954
09/24/2022,257745.0497,257724.5285,N/E,N/E,N/E
09/25/2022,257806.0493,257785.5088,N/E,N/E,N/E
09/26/2022,257867.0634,257846.4892,8.5379,8.6019,8.6954
09/27/2022,257928.0920,257907.5129,8.5369,8.6008,8.6943
09/28/2022,257989.0633,257968.4793,8.5354,8.5993,8.6928
09/29/2022,258050.0491,258029.4602,8.5300,8.5939,8.6872
09/30/2022,258111.2643,258090.6705,8.5282,8.5920,8.6853
10/01/2022,258178.3015,258157.7024,N/E,N/E,N/E
10/02/2022,258245.3561,258224.7343,N/E,N/E,N/E
10/03/2022,258312.4282,258291.7662,8.6155,8.6807,8.7759
10/04/2022,258379.0872,258358.4198,8.6432,8.7088,8.8046
10/05/2022,258445.7633,258425.0906,8.6716,8.7376,8.8341
10/06/2022,258512.1695,258491.4915,8.6986,8.7650,8.8621
10/07/2022,258578.5928,258557.9095,8.7262,8.7931,8.8908
10/08/2022,258644.7458,258624.0572,N/E,N/E,N/E
10/09/2022,258710.9158,258690.2050,N/E,N/E,N/E
10/10/2022,258777.1026,258756.3527,8.8049,8.8730,8.9725
10/11/2022,258843.3783,258822.6230,8.8312,8.8996,8.9997
10/12/2022,258909.8148,258889.0542,8.8581,8.9270,9.0277
10/13/2022,258976.3402,258955.5743,8.8858,8.9551,9.0565
10/14/2022,259042.8828,259022.1115,8.9139,8.9836,9.0856
10/15/2022,259109.3704,259088.5938,N/E,N/E,N/E
10/16/2022,259175.8752,259155.0762,N/E,N/E,N/E
10/17/2022,259242.3970,259221.5585,8.9971,9.0681,9.1721
10/18/2022,259308.8639,259288.0200,9.0244,9.0959,9.2005
10/19/2022,259375.4918,259354.6427,9.0521,9.1240,9.2292
10/20/2022,259441.9928,259421.1383,9.0780,9.1503,9.2561
10/21/2022,259508.4388,259487.5789,9.1017,9.1744,9.2808
10/22/2022,259574.9018,259554.0366,N/E,N/E,N/E
10/23/2022,259641.3818,259620.4942,N/E,N/E,N/E
10/24/2022,259707.8789,259686.9519,9.1772,9.2511,9.3593
10/25/2022,259774.5372,259753.6049,9.2031,9.2774,9.3862
10/26/2022,259841.4291,259820.4914,9.2304,9.3052,9.4146
10/27/2022,259908.1218,259887.1787,9.2567,9.3319,9.4419
10/28/2022,259974.7593,259953.8109,9.2815,9.3571,9.4678
10/29/2022,260041.3418,260020.3880,N/E,N/E,N/E
10/30/2022,260107.9412,260086.9650,N/E,N/E,N/E
10/31/2022,260174.5578,260153.5421,9.2675,9.3428,9.4532
11/01/2022,260241.4082,260220.3871,9.2660,9.3414,9.4517
11/02/2022,260308.3481,260287.3216,N/E,N/E,N/E
11/03/2022,260375.3051,260354.2560,9.2652,9.3406,9.4508
11/04/2022,260442.4241,260421.3695,9.2663,9.3417,9.4520
11/05/2022,260509.2710,260488.2110,N/E,N/E,N/E
11/06/2022,260576.1350,260555.0525,N/E,N/E,N/E
11/07/2022,260643.0163,260621.8940,9.2695,9.3450,9.4553
11/08/2022,260709.8422,260688.7145,9.2699,9.3453,9.4557
11/09/2022,260776.6129,260755.4798,9.2692,9.3446,9.4550
11/10/2022,260843.5456,260822.4071,9.2688,9.3442,9.4546
11/11/2022,260910.6403,260889.4964,9.2692,9.3446,9.4550
11/12/2022,260983.4779,260962.3281,N/E,N/E,N/E
11/13/2022,261056.3358,261035.1597,N/E,N/E,N/E
11/14/2022,261129.2140,261107.9913,9.3565,9.4334,9.5458
11/15/2022,261201.8224,261180.5939,9.3846,9.4619,9.5750
11/16/2022,261274.2334,261252.9989,9.4108,9.4886,9.6024
11/17/2022,261346.6644,261325.4241,9.4378,9.5160,9.6304
11/18/2022,261418.9703,261397.7241,9.4644,9.5430,9.6581
11/19/2022,261491.3688,261470.1167,N/E,N/E,N/E
11/20/2022,261563.7874,261542.5094,N/E,N/E,N/E
11/21/2022,261636.2261,261614.9020,N/E,N/E,N/E
11/22/2022,261708.6848,261687.2947,9.5713,9.6517,9.7694
11/23/2022,261781.3816,261759.9856,9.5975,9.6784,9.7968
11/24/2022,261854.4623,261833.0603,9.6267,9.7080,9.8271
11/25/2022,261927.2723,261905.8644,9.6547,9.7365,9.8564
11/26/2022,262000.1754,261978.7615,N/E,N/E,N/E
11/27/2022,262073.0988,262051.6587,N/E,N/E,N/E
11/28/2022,262146.0425,262124.5558,9.7410,9.8243,9.9463
11/29/2022,262219.1521,262197.6594,9.7694,9.8532,9.9759
11/30/2022,262292.5735,262271.0748,9.7989,9.8832,10.0067
12/01/2022,262365.7968,262344.2921,9.8274,9.9122,10.0364
12/02/2022,262439.0406,262417.5299,9.8552,9.9404,10.0653
12/03/2022,262512.0861,262490.5694,N/E,N/E,N/E
12/04/2022,262585.1520,262563.6090,N/E,N/E,N/E
12/05/2022,262658.2382,262636.6485,9.9393,10.0260,10.1531
12/06/2022,262731.3448,262709.7491,9.9677,10.0549,10.1827
12/07/2022,262804.4716,262782.8699,9.9965,10.0842,10.2128
12/08/2022,262877.6919,262856.0842,10.0249,10.1132,10.2424
12/09/2022,262950.8595,262929.2458,10.0523,10.1410,10.2710
12/10/2022,263024.1205,263002.5008,N/E,N/E,N/E
12/11/2022,263097.4020,263075.7558,N/E,N/E,N/E
12/12/2022,263170.7038,263149.0108,N/E,N/E,N/E
12/13/2022,263244.0261,263222.2658,10.0505,10.1392,10.2692
12/14/2022,263317.5151,263295.7487,10.0531,10.1418,10.2718
12/15/2022,263391.3903,263369.6178,10.0574,10.1462,10.2763
12/16/2022,263464.8472,263443.0686,10.0603,10.1491,10.2793
12/17/2022,263541.8375,263520.0525,N/E,N/E,N/E
12/18/2022,263618.8503,263597.0364,N/E,N/E,N/E
12/19/2022,263695.8856,263674.0204,10.1196,10.2095,10.3412
12/20/2022,263772.9434,263751.0718,10.1397,10.2299,10.3622
12/21/2022,263850.0237,263828.1457,10.1584,10.2490,10.3818
12/22/2022,263927.2731,263905.3888,10.1760,10.2669,10.4002
12/23/2022,264004.5451,263982.6544,10.1951,10.2864,10.4201
12/24/2022,264081.9131,264060.0160,N/E,N/E,N/E
12/25/2022,264159.3038,264137.3776,N/E,N/E,N/E
12/26/2022,264236.7172,264214.7391,10.2523,10.3446,10.4798
12/27/2022,264314.1532,264292.1687,10.2707,10.3633,10.4990
12/28/2022,264391.4651,264369.4742,10.2868,10.3797,10.5159
12/29/2022,264468.7261,264446.7288,10.3038,10.3970,10.5336
12/30/2022,264546.0833,264524.0795,10.3210,10.4146,10.5516
12/31/2022,264623.5365,264601.5263,N/E,N/E,N/E
01/01/2023,264701.0124,264678.9730,N/E,N/E,N/E
01/02/2023,264778.5109,264756.4198,10.3772,10.4717,10.6103
01/03/2023,264856.0322,264833.9346,10.3959,10.4908,10.6298
01/04/2023,264933.4290,264911.3250,10.4139,10.5091,10.6487
01/05/2023,265010.6277,264988.5172,10.4304,10.5259,10.6660
01/06/2023,265087.7752,265065.6583,10.4470,10.5428,10.6833
01/07/2023,265164.8716,265142.7482,N/E,N/E,N/E
01/08/2023,265241.9904,265219.8382,N/E,N/E,N/E
01/09/2023,265319.1316,265296.9281,10.4945,10.5912,10.7329
01/10/2023,265396.2952,265374.0853,10.5106,10.6076,10.7498
01/11/2023,265473.4076,265451.1912,10.5254,10.6226,10.7652
01/12/2023,265550.6161,265528.3932,10.5387,10.6362,10.7792
01/13/2023,265627.9208,265605.6915,10.5545,10.6523,10.7957
01/14/2023,265705.3219,265683.0860,N/E,N/E,N/E
01/15/2023,265782.7454,265760.4806,N/E,N/E,N/E
01/16/2023,265860.1916,265837.8751,10.5513,10.6490,10.7924
01/17/2023,265937.7341,265915.4112,10.5506,10.6483,10.7916
01/18/2023,266015.2254,265992.8960,10.5495,10.6472,10.7905
01/19/2023,266092.6654,266070.3295,10.5473,10.6450,10.7882
01/20/2023,266170.5714,266148.2290,10.5473,10.6450,10.7882
01/21/2023,266249.1657,266226.8167,N/E,N/E,N/E
01/22/2023,266327.7832,266305.4043,N/E,N/E,N/E
01/23/2023,266406.4238,266383.9919,10.5560,10.6538,10.7972
01/24/2023,266484.4217,266461.9832,10.5556,10.6534,10.7969
01/25/2023,266562.1463,266539.7013,10.5545,10.6523,10.7957
01/26/2023,266639.8196,266617.3680,10.5534,10.6512,10.7946
01/27/2023,266717.4414,266694.9833,10.5516,10.6494,10.7927
01/28/2023,266795.4562,266772.9916,N/E,N/E,N/E
01/29/2023,266873.4939,266850.9999,N/E,N/E,N/E
01/30/2023,266951.5544,266929.0082,10.5506,10.6483,10.7916
01/31/2023,267029.7861,267007.2332,10.5509,10.6487,10.7920
02/01/2023,267108.1890,267085.6295,10.5527,10.6505,10.7939
02/02/2023,267186.3923,267163.8262,10.5545,10.6523,10.7957
02/03/2023,267264.3217,267241.7490,10.5552,10.6531,10.7965
02/04/2023,267342.3480,267319.7687,N/E,N/E,N/E
02/05/2023,267420.3971,267397.7885,N/E,N/E,N/E
02/06/2023,267498.4690,267475.8082,N/E,N/E,N/E
02/07/2023,267576.5637,267553.8280,10.5607,10.6586,10.8022
02/08/2023,267654.6812,267631.9388,10.5625,10.6604,10.8041
02/09/2023,267732.8958,267710.1468,10.5643,10.6623,10.8059
02/10/2023,267811.0590,267788.3033,10.5653,10.6634,10.8071
02/11/2023,267892.9645,267870.2019,N/E,N/E,N/E
02/12/2023,267974.8951,267952.1005,N/E,N/E,N/E
02/13/2023,268056.8508,268033.9991,10.6215,10.7205,10.8658
02/14/2023,268138.5337,268115.6750,10.6384,10.7378,10.8835
02/15/2023,268220.2414,268197.3758,10.6557,10.7554,10.9016
02/16/2023,268302.0486,268279.1760,10.6737,10.7737,10.9204
02/17/2023,268383.8807,268361.0011,10.6895,10.7898,10.9370
02/18/2023,268465.8124,268442.9258,N/E,N/E,N/E
02/19/2023,268547.7690,268524.8504,N/E,N/E,N/E
02/20/2023,268629.7507,268606.7751,10.7284,10.8294,10.9776
02/21/2023,268711.6827,268688.7002,10.7442,10.8456,10.9942
02/22/2023,268793.7891,268770.7995,10.7622,10.8639,11.0131
02/23/2023,268875.9205,268852.9239,10.7806,10.8826,11.0323
02/24/2023,268958.0771,268935.0734,10.7993,10.9017,11.0519
02/25/2023,269040.2587,269017.2480,N/E,N/E,N/E
02/26/2023,269122.4654,269099.4226,N/E,N/E,N/E
02/27/2023,269204.6973,269181.5972,10.8500,10.9534,11.1050
02/28/2023,269287.3282,269264.2210,10.8680,10.9717,11.1239
03/01/2023,269369.9844,269346.8702,10.8853,10.9894,11.1420
03/02/2023,269452.7409,269429.6195,10.9040,11.0084,11.1616
03/03/2023,269535.3731,269512.2446,10.9235,11.0283,11.1820
03/04/2023,269617.7311,269594.5956,N/E,N/E,N/E
03/05/2023,269700.1143,269676.9465,N/E,N/E,N/E
03/06/2023,269782.5227,269759.2975,10.9764,11.0822,11.2374
03/07/2023,269864.9562,269841.7239,10.9944,11.1005,11.2562
03/08/2023,269947.7898,269924.5504,11.0138,11.1203,11.2766
03/09/2023,270030.3488,270007.1023,11.0314,11.1383,11.2951
03/10/2023,270112.4080,270089.1544,11.0469,11.1541,11.3113
03/11/2023,270194.3421,270171.0814,N/E,N/E,N/E
03/12/2023,270276.3011,270253.0085,N/E,N/E,N/E
03/13/2023,270358.2849,270334.9356,11.0372,11.1442,11.3011
03/14/2023,270440.7441,270417.3877,11.0376,11.1445,11.3015
03/15/2023,270523.6042,270500.2406,11.0397,11.1468,11.3038
03/16/2023,270606.8653,270583.4946,11.0433,11.1504,11.3076
03/17/2023,270689.4004,270666.0225,11.0433,11.1504,11.3076
03/18/2023,270772.2615,270748.8764,N/E,N/E,N/E
03/19/2023,270855.1479,270831.7303,N/E,N/E,N/E
03/20/2023,270938.0596,270914.5841,N/E,N/E,N/E
03/21/2023,271020.9968,270997.4381,11.0476,11.1548,11.3121
03/22/2023,271103.8088,271080.2428,11.0476,11.1548,11.3121
03/23/2023,271186.8719,271163.2988,11.0487,11.1559,11.3132
03/24/2023,271270.0359,271246.4555,11.0502,11.1574,11.3147
03/25/2023,271353.0747,271329.4871,N/E,N/E,N/E
03/26/2023,271436.1389,271412.5186,N/E,N/E,N/E
03/27/2023,271519.2285,271495.5502,11.0523,11.1596,11.3170
03/28/2023,271602.3436,271578.6580,11.0512,11.1585,11.3159
03/29/2023,271685.4086,271661.7158,11.0498,11.1570,11.3144
03/30/2023,271768.4991,271744.7990,11.0480,11.1552,11.3125
03/31/2023,271851.6149,271827.9076,11.0469,11.1541,11.3113
04/01/2023,271936.9461,271913.2314,N/E,N/E,N/E
04/02/2023,272022.3041,271998.5551,N/E,N/E,N/E
04/03/2023,272107.6889,272083.8789,11.0793,11.1871,11.3453
04/04/2023,272193.1005,272169.2830,11.0901,11.1981,11.3566
04/05/2023,272278.2364,272254.4115,11.0977,11.2058,11.3645
04/06/2023,272363.3234,272339.4910,N/E,N/E,N/E
04/07/2023,272448.4369,272424.5705,N/E,N/E,N/E
04/08/2023,272533.5771,272509.6500,N/E,N/E,N/E
04/09/2023,272618.7438,272594.7295,N/E,N/E,N/E
04/10/2023,272703.9372,272679.8091,11.1522,11.2614,11.4217
04/11/2023,272789.1571,272765.0215,11.1620,11.2714,11.4319
04/12/2023,272874.7068,272850.5636,11.1713,11.2809,11.4418
04/13/2023,272960.2076,272936.0568,11.1785,11.2883,11.4493
04/14/2023,273045.4318,273021.2735,11.1879,11.2978,11.4591
04/15/2023,273130.6827,273106.5168,N/E,N/E,N/E
04/16/2023,273215.9601,273191.7601,N/E,N/E,N/E
04/17/2023,273301.2642,273277.0034,11.2116,11.3220,11.4840
04/18/2023,273386.4431,273362.1748,11.2192,11.3297,11.4920
04/19/2023,273471.8764,273447.6004,11.2282,11.3389,11.5014
04/20/2023,273557.4123,273533.1288,11.2365,11.3474,11.5101
04/21/2023,273643.4309,273619.1398,11.2466,11.3577,11.5207
04/22/2023,273729.3246,273705.0258,N/E,N/E,N/E
04/23/2023,273815.2452,273790.9118,N/E,N/E,N/E
04/24/2023,273901.1927,273876.7978,11.2768,11.3885,11.5524
04/25/2023,273986.8629,273962.4604,11.2855,11.3973,11.5615
04/26/2023,274072.4838,274048.0736,11.2941,11.4061,11.5706
04/27/2023,274158.2837,274133.8659,11.3035,11.4157,11.5804
04/28/2023,274244.1867,274219.7612,11.3132,11.4256,11.5906
04/29/2023,274330.8021,274306.3689,N/E,N/E,N/E
04/30/2023,274417.4449,274392.9767,N/E,N/E,N/E
05/01/2023,274504.1151,274479.5844,N/E,N/E,N/E
05/02/2023,274590.8127,274566.1921,11.3229,11.4355,11.6008
05/03/2023,274677.5376,274652.9093,11.3268,11.4395,11.6049
05/04/2023,274764.1373,274739.5013,11.3304,11.4432,11.6087
05/05/2023,274850.2301,274825.5863,11.3317,11.4444,11.6100
05/06/2023,274936.2735,274911.6220,N/E,N/E,N/E
05/07/2023,275022.3438,274997.6577,N/E,N/E,N/E
05/08/2023,275108.4411,275083.6933,11.3346,11.4474,11.6130
05/09/2023,275194.4889,275169.7334,11.3349,11.4478,11.6134
05/10/2023,275280.4872,275255.7239,11.3335,11.4463,11.6119
05/11/2023,275366.5123,275341.7413,11.3324,11.4452,11.6108
05/12/2023,275452.5643,275427.7856,11.3328,11.4456,11.6111
05/13/2023,275538.7963,275514.0098,N/E,N/E,N/E
05/14/2023,275625.0552,275600.2340,N/E,N/E,N/E
05/15/2023,275711.3412,275686.4582,11.3360,11.4489,11.6145
05/16/2023,275797.5776,275772.6868,11.3374,11.4503,11.6160
05/17/2023,275883.8409,275858.9424,11.3378,11.4507,11.6164
05/18/2023,275970.0546,275945.1483,11.3374,11.4503,11.6160
05/19/2023,276056.3719,276031.4578,11.3353,11.4481,11.6138
05/20/2023,276142.9463,276118.0243,N/E,N/E,N/E
05/21/2023,276229.5478,276204.5909,N/E,N/E,N/E
05/22/2023,276316.1764,276291.1574,11.3342,11.4470,11.6126
05/23/2023,276403.1393,276378.1124,11.3367,11.4496,11.6153
05/24/2023,276490.4366,276465.4018,11.3411,11.4540,11.6198
05/25/2023,276577.1471,276552.1044,11.3418,11.4547,11.6206
05/26/2023,276663.7311,276638.6806,11.3414,11.4544,11.6202
05/27/2023,276750.2654,276725.2070,N/E,N/E,N/E
05/28/2023,276836.8267,276811.7335,N/E,N/E,N/E
05/29/2023,276923.4151,276898.2599,11.3295,11.4423,11.6077
05/30/2023,277010.0306,276984.8675,11.3260,11.4386,11.6040
05/31/2023,277096.6732,277071.5022,11.3220,11.4346,11.5998
06/01/2023,277184.7283,277159.5494,11.3252,11.4379,11.6032
06/02/2023,277271.5795,277246.3927,11.3252,11.4379,11.6032
06/03/2023,277357.7648,277332.5701,N/E,N/E,N/E
06/04/2023,277443.9768,277418.7475,N/E,N/E,N/E
06/05/2023,277530.2157,277504.9250,11.3166,11.4291,11.5942
06/06/2023,277616.5584,277591.2599,11.3144,11.4269,11.5919
06/07/2023,277703.4678,277678.1613,11.3152,11.4276,11.5927
06/08/2023,277790.3273,277765.0129,11.3155,11.4280,11.5930
06/09/2023,277876.9053,277851.5830,11.3144,11.4269,11.5919
06/10/2023,277963.5874,277938.2573,N/E,N/E,N/E
06/11/2023,278050.2966,278024.9315,N/E,N/E,N/E
06/12/2023,278137.0329,278111.6058,11.3101,11.4225,11.5874
06/13/2023,278223.7962,278198.3611,11.3090,11.4214,11.5862
06/14/2023,278310.7411,278285.2981,11.3087,11.4210,11.5859
06/15/2023,278397.7132,278372.2623,11.3087,11.4210,11.5859
06/16/2023,278484.7898,278459.3309,11.3087,11.4210,11.5859
06/17/2023,278572.0484,278546.5815,N/E,N/E,N/E
06/18/2023,278659.3343,278633.8321,N/E,N/E,N/E
06/19/2023,278746.6476,278721.0827,11.3076,11.4199,11.5847
06/20/2023,278833.6785,278808.1056,11.3044,11.4166,11.5813
06/21/2023,278920.7365,278895.1557,11.2997,11.4118,11.5764
06/22/2023,279007.6668,278982.0780,11.2972,11.4092,11.5738
06/23/2023,279094.7792,279069.1824,11.2961,11.4081,11.5726
06/24/2023,279181.9963,279156.3915,N/E,N/E,N/E
06/25/2023,279269.2407,279243.6006,N/E,N/E,N/E
06/26/2023,279356.5124,279330.8098,11.2950,11.4070,11.5715
06/27/2023,279443.7337,279418.0231,11.2943,11.4063,11.5707
06/28/2023,279530.9822,279505.2636,11.2936,11.4056,11.5700
06/29/2023,279618.1803,279592.4537,11.2860,11.3978,11.5620
06/30/2023,279705.5610,279679.8264,11.2849,11.3967,11.5609
07/01/2023,279793.7460,279768.0032,N/E,N/E,N/E
07/02/2023,279881.9587,279856.1801,N/E,N/E,N/E
07/03/2023,279970.1993,279944.3569,11.3022,11.4144,11.5790
07/04/2023,280057.8455,280031.9950,11.3047,11.4169,11.5817
07/05/2023,280145.5192,280119.6606,11.3047,11.4169,11.5817
07/06/2023,280232.9090,280207.0423,11.3036,11.4158,11.5805
07/07/2023,280320.3261,280294.4514,11.3040,11.4162,11.5809
07/08/2023,280407.6926,280381.8098,N/E,N/E,N/E
07/09/2023,280495.0863,280469.1683,N/E,N/E,N/E
07/10/2023,280582.5073,280556.5267,11.3029,11.4151,11.5798
07/11/2023,280670.1893,280644.2006,11.3036,11.4158,11.5806
07/12/2023,280758.1327,280732.1358,11.3047,11.4169,11.5817
07/13/2023,280846.2595,280820.2545,11.3065,11.4188,11.5836
07/14/2023,280934.1020,280908.0888,11.3065,11.4188,11.5836
07/15/2023,281021.8159,280995.7945,N/E,N/E,N/E
07/16/2023,281109.5571,281083.5003,N/E,N/E,N/E
07/17/2023,281197.3258,281171.2061,11.3022,11.4144,11.5790
07/18/2023,281284.8094,281258.6815,11.3007,11.4129,11.5775
07/19/2023,281372.3202,281346.1842,11.2993,11.4114,11.5760
07/20/2023,281460.0146,281433.8705,11.2993,11.4114,11.5760
07/21/2023,281547.9708,281521.8186,11.2997,11.4118,11.5764
07/22/2023,281636.1892,281610.0288,N/E,N/E,N/E
07/23/2023,281724.4352,281698.2389,N/E,N/E,N/E
07/24/2023,281812.7089,281786.4491,11.3029,11.4151,11.5798
07/25/2023,281900.7753,281874.5073,11.3033,11.4155,11.5802
07/26/2023,281988.8693,281962.5931,11.3036,11.4158,11.5806
07/27/2023,282076.9125,282050.6281,11.3040,11.4162,11.5809
07/28/2023,282164.5131,282138.2205,11.3015,11.4136,11.5783
07/29/2023,282252.6111,282226.3103,N/E,N/E,N/E
07/30/2023,282340.7367,282314.4001,N/E,N/E,N/E
07/31/2023,282428.8897,282402.4900,11.2896,11.4015,11.5658
08/01/2023,282517.4625,282491.0545,11.2903,11.4023,11.5666
08/02/2023,282605.9062,282579.4899,11.2903,11.4023,11.5666
08/03/2023,282694.2990,282667.8745,11.2914,11.4034,11.5677
08/04/2023,282782.6410,282756.2082,11.2921,11.4041,11.5685
08/05/2023,282870.9320,282844.4910,N/E,N/E,N/E
08/06/2023,282959.2506,282932.7737,N/E,N/E,N/E
08/07/2023,283047.5968,283021.0565,11.2943,11.4063,11.5707
08/08/2023,283135.9705,283109.4220,11.2939,11.4059,11.5704
08/09/2023,283224.3719,283197.8150,11.2925,11.4045,11.5688
08/10/2023,283312.8795,283286.3144,11.2907,11.4026,11.5670
08/11/2023,283401.4148,283374.8413,11.2903,11.4023,11.5666
08/12/2023,283490.1352,283463.5534,N/E,N/E,N/E
08/13/2023,283578.8833,283552.2654,N/E,N/E,N/E
08/14/2023,283667.6593,283640.9775,11.2935,11.4056,11.5700
08/15/2023,283756.3054,283729.6153,11.2953,11.4074,11.5719
08/16/2023,283844.8216,283818.1232,11.2964,11.4085,11.5730
08/17/2023,283933.3654,283906.6587,11.2968,11.4089,11.5734
08/18/2023,284021.5425,283994.8275,11.2943,11.4063,11.5707
08/19/2023,284110.0626,284083.3392,N/E,N/E,N/E
08/20/2023,284198.6102,284171.8509,N/E,N/E,N/E
08/21/2023,284287.1854,284260.3627,11.2878,11.3997,11.5639
08/22/2023,284375.7093,284348.8782,11.2863,11.3982,11.5624
08/23/2023,284464.5767,284437.7372,11.2863,11.3982,11.5624
08/24/2023,284553.3929,284526.5450,11.2863,11.3982,11.5624
08/25/2023,284642.2368,284615.3805,11.2885,11.4004,11.5647
08/26/2023,284731.1084,284704.2437,N/E,N/E,N/E
08/27/2023,284820.0078,284793.1070,N/E,N/E,N/E
08/28/2023,284908.9349,284881.9702,11.2885,11.4004,11.5647
08/29/2023,284997.8898,284970.9167,11.2867,11.3986,11.5628
08/30/2023,285086.9517,285059.9701,11.2860,11.3978,11.5620
08/31/2023,285176.0413,285149.0514,11.2856,11.3975,11.5617
09/01/2023,285265.7134,285238.7149,11.2881,11.4001,11.5643
09/02/2023,285355.3343,285328.3274,N/E,N/E,N/E
09/03/2023,285444.9835,285417.9399,N/E,N/E,N/E
09/04/2023,285534.6608,285507.5524,11.2957,11.4078,11.5722
09/05/2023,285624.0490,285596.9321,11.2968,11.4089,11.5734
09/06/2023,285713.3065,285686.1812,11.2971,11.4092,11.5738
09/07/2023,285802.5125,285775.3787,11.2968,11.4089,11.5734
09/08/2023,285891.7464,285864.6042,11.2964,11.4085,11.5730
09/09/2023,285981.0082,285953.8575,N/E,N/E,N/E
09/10/2023,286070.2978,286043.1108,N/E,N/E,N/E
09/11/2023,286159.6153,286132.3640,11.2932,11.4052,11.5696
09/12/2023,286248.9607,286221.7009,11.2928,11.4048,11.5692
09/13/2023,286338.4135,286311.1452,11.2935,11.4056,11.5700
09/14/2023,286427.9738,286400.6969,11.2946,11.4067,11.5711
09/15/2023,286517.4825,286490.1971,11.2972,11.4092,11.5738
09/16/2023,286606.8601,286579.5661,N/E,N/E,N/E
09/17/2023,286696.2655,286668.9352,N/E,N/E,N/E
09/18/2023,286785.6988,286758.3042,11.2982,11.4103,11.5749
09/19/2023,286875.0007,286847.5976,11.2982,11.4103,11.5749
09/20/2023,286964.4898,286937.0781,11.2975,11.4096,11.5741
09/21/2023,287054.1662,287026.7459,11.2979,11.4100,11.5745
09/22/2023,287144.0301,287116.6012,11.2990,11.4111,11.5756
09/23/2023,287233.6828,287206.2454,N/E,N/E,N/E
09/24/2023,287323.3635,287295.8896,N/E,N/E,N/E
09/25/2023,287413.0723,287385.5338,11.2990,11.4111,11.5756
09/26/2023,287502.7292,287475.1821,11.2986,11.4107,11.5753
09/27/2023,287592.4939,287564.9383,11.2982,11.4103,11.5749
09/28/2023,287682.6062,287655.0419,11.2993,11.4114,11.5760
09/29/2023,287772.4271,287744.8542,11.2964,11.4085,11.5730
09/30/2023,287862.5159,287834.9343,N/E,N/E,N/E
10/01/2023,287952.6329,287925.0145,N/E,N/E,N/E
10/02/2023,288042.7780,288015.0946,11.2921,11.4041,11.5685
10/03/2023,288132.9514,288105.2593,11.2921,11.4041,11.5685
10/04/2023,288222.8329,288195.1322,11.2914,11.4034,11.5677
10/05/2023,288312.8225,288285.1131,11.2914,11.4034,11.5677
10/06/2023,288402.7601,288375.0420,11.2910,11.4030,11.5673
10/07/2023,288492.8859,288465.1592,N/E,N/E,N/E
10/08/2023,288583.0399,288555.2764,N/E,N/E,N/E
10/09/2023,288673.2221,288645.3936,11.2921,11.4041,11.5685
10/10/2023,288763.4325,288735.5953,11.2925,11.4045,11.5688
10/11/2023,288853.7513,288825.9054,11.2928,11.4048,11.5692
10/12/2023,288944.0984,288916.2437,11.2928,11.4048,11.5692
10/13/2023,289034.3934,289006.5300,11.2928,11.4048,11.5692
10/14/2023,289124.6363,289096.7643,N/E,N/E,N/E
10/15/2023,289214.9075,289186.9985,N/E,N/E,N/E
10/16/2023,289305.2068,289277.2328,11.2939,11.4059,11.5704
10/17/2023,289395.5343,289367.5516,11.2950,11.4070,11.5715
